"Class","x","y"
2,0.869215,0.70794
4,0.626292,0.130207
4,0.421616,0.192278
3,0.131638,0.348168
2,0.80424,0.529801
2,0.902284,0.531799
4,0.505551,0.144485
1,0.346286,0.893379
2,0.849503,0.625665
3,0.111396,0.302177
1,0.278803,0.827145
4,0.508683,0.0613463
3,0.0980987,0.357888
2,0.770087,0.514701
3,0.164515,0.358068
2,0.861207,0.551203
1,0.346329,0.714915
1,0.442995,0.816011
4,0.653343,0.0830282
2,0.814411,0.571024
4,0.491135,0.144097
2,0.823301,0.607654
3,0.137711,0.41866
2,0.826883,0.534761
2,0.784436,0.572646
3,0.145642,0.353048
2,0.894359,0.598351
3,0.205413,0.334933
3,0.16509,0.300934
3,0.249713,0.389324
3,0.185973,0.335644
1,0.345498,0.72485
4,0.505828,0.168984
1,0.300769,0.742115
2,0.719251,0.670545
4,0.584601,0.0714384
2,0.932206,0.639813
4,0.578334,0.176762
1,0.290959,0.761731
4,0.563063,0.115833
4,0.528509,0.0793527
3,0.0859769,0.389311
4,0.574835,0.187933
2,0.828026,0.570525
3,0.102885,0.3708
1,0.380438,0.852151
1,0.367758,0.770518
1,0.305218,0.781529
4,0.557472,0.152112
3,0.155963,0.421315
2,0.699143,0.706234
4,0.602779,0.105678
4,0.551651,0.171173
1,0.311204,0.830146
4,0.542594,0.0472936
2,0.929623,0.534012
2,0.861141,0.682179
4,0.464383,0.109348
3,0.33094,0.390915
2,0.673772,0.561656
2,0.69378,0.557329
2,0.952894,0.550508
3,0.300715,0.321392
2,0.86616,0.535561
4,0.634216,0.156176
4,0.506484,0.197311
4,0.568945,0.0912781
